Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use_Chip,Exp_Type,Interest_Earned,Delinquent_Acc
712441308,Platinum,1000,0,815,2/21/2024,47,Q2,2024,830009,53883,172641,298,0.44,Yes,ATM,747,0
712442508,Platinum,500,0,4649,6/22/2024,6,Q1,2024,472906,97725,43618,119,0.14,Yes,EMI,4783,1
712443558,Gold,1000,1,503,4/23/2024,33,Q2,2024,363753,43367,140819,132,1,Yes,EMI,1053,0
712444533,Blue,2000,1,4045,8/28/2024,12,Q1,2024,482889,14567,41254,90,0.55,Yes,ATM,172,1
712445583,Black,5000,0,2852,4/4/2024,39,Q4,2024,319427,53660,1556,140,0.85,No,POS,3099,0
712446783,Black,500,0,4764,2/27/2024,12,Q1,2024,264867,22601,69206,293,0.55,No,POS,3816,0
712447758,Silver,1000,1,4202,11/1/2024,45,Q4,2024,682895,60542,81032,157,0.14,No,ATM,4216,1
712448658,Platinum,2000,0,3983,1/28/2024,5,Q4,2024,790974,22437,23897,45,0.49,No,ATM,1443,1
712450008,Silver,1000,0,3423,5/6/2024,41,Q3,2024,511597,16323,178670,278,0.71,No,International,2452,1
712452033,Platinum,10000,1,1457,6/1/2024,2,Q1,2024,105027,86632,165711,117,0.33,No,EMI,4752,1
712453308,Gold,500,0,2199,8/7/2024,23,Q3,2024,141689,57449,95172,122,0.77,No,International,1523,1
712454058,Black,5000,0,574,6/26/2024,8,Q1,2024,740711,8209,19239,393,0.92,Yes,ATM,1853,0
712454958,Blue,1000,1,3239,3/2/2024,11,Q1,2024,61678,49758,11035,185,0.52,No,POS,4439,1
712457208,Platinum,10000,0,1970,9/6/2024,52,Q1,2024,32125,66493,123201,429,0.59,No,EMI,305,1
712459233,Black,10000,1,3346,8/1/2024,11,Q3,2024,264704,52423,68360,83,0.4,No,International,1837,0
712460433,Black,2000,1,683,3/11/2024,19,Q4,2024,763096,17275,145437,204,0.33,Yes,POS,627,1
712463883,Gold,10000,0,952,6/19/2024,10,Q3,2024,763012,23303,158072,318,0.24,Yes,International,1909,1
712464933,Black,5000,0,4112,8/5/2024,31,Q4,2024,904517,84232,164137,304,0.24,No,ATM,2731,1
712470033,Silver,5000,1,3284,1/11/2024,49,Q2,2024,733610,35357,84382,87,0.68,No,Online,4467,0
712475733,Blue,2000,0,4346,4/25/2024,29,Q3,2024,571669,24379,183832,473,0.52,Yes,Online,2430,0
712479633,Platinum,1000,1,3172,7/31/2024,35,Q3,2024,669962,2354,47340,415,0.97,Yes,ATM,3686,1
712481733,Black,500,0,3172,12/17/2024,2,Q1,2024,16276,70948,179178,116,0.4,Yes,ATM,764,0
712484733,Gold,5000,1,4459,11/13/2024,23,Q4,2024,673735,59528,154067,448,0.67,No,Online,4659,0
712487883,Silver,5000,1,792,12/8/2024,43,Q2,2024,34877,80529,10212,458,0.37,Yes,International,4839,0
712489158,Platinum,5000,1,1198,1/26/2024,41,Q3,2024,982747,23199,142997,208,0.12,Yes,International,1985,0
712490283,Blue,2000,0,1517,4/17/2024,48,Q4,2024,613529,12130,187278,290,0.54,No,POS,1569,0
712491108,Black,500,1,2578,5/22/2024,48,Q3,2024,814507,43915,16159,124,0.19,Yes,EMI,3372,1
712493058,Blue,5000,0,2070,4/16/2024,42,Q4,2024,503093,22033,48192,366,0.3,No,International,3125,1
712494108,Black,10000,1,4026,2/17/2024,52,Q2,2024,532955,24003,155950,303,0.48,No,Online,3814,1
712495233,Gold,500,1,3148,9/26/2024,34,Q4,2024,750883,28747,171690,91,0.3,Yes,Online,1902,1
712497783,Blue,5000,1,3907,7/16/2024,44,Q4,2024,556294,76630,100711,297,0.25,Yes,Online,1146,0
712500933,Blue,10000,1,3042,4/23/2024,3,Q4,2024,132098,41161,108832,18,0.38,No,POS,78,0
712503408,Blue,5000,0,3865,10/9/2024,15,Q1,2024,380712,47533,154442,277,0.95,Yes,Online,2901,0
712505658,Platinum,500,0,1803,2/1/2024,52,Q1,2024,396404,42875,146221,345,0.87,No,International,4888,1
712506708,Black,5000,1,4584,5/14/2024,5,Q4,2024,334264,26514,45949,130,0.32,No,International,4433,1
712507758,Platinum,500,1,2146,1/12/2024,30,Q3,2024,671321,3052,40248,407,0.48,No,ATM,2601,0
712509108,Silver,1000,1,651,11/3/2024,34,Q4,2024,814696,33934,2554,430,0.59,No,Online,1968,1
712510833,Gold,2000,0,3914,4/12/2024,35,Q2,2024,527319,96508,180243,285,0.12,No,Online,3261,1
712513458,Gold,5000,1,3166,7/11/2024,43,Q1,2024,892507,93300,185320,162,0.38,Yes,EMI,4697,0
712514508,Platinum,10000,1,1597,6/13/2024,28,Q1,2024,759051,49939,117038,425,0.88,Yes,International,45,1
712515558,Blue,5000,1,2264,12/21/2024,16,Q2,2024,893849,73127,52335,203,0.92,Yes,EMI,525,1
712516608,Platinum,5000,1,2044,8/8/2024,24,Q2,2024,251812,89374,159738,155,0.22,No,International,2422,0
712517808,Blue,5000,0,2436,4/9/2024,8,Q2,2024,576789,73509,90917,370,0.91,No,ATM,901,1
712521783,Blue,500,1,4420,8/3/2024,51,Q2,2024,291715,93921,131661,370,0.76,Yes,International,1337,1
712523283,Silver,10000,0,4152,10/7/2024,21,Q2,2024,439989,55712,87936,24,0.38,No,ATM,3960,0
712524858,Blue,500,0,4488,10/28/2024,50,Q1,2024,714581,19972,79462,281,0.98,Yes,EMI,2462,0
712531008,Platinum,10000,1,2530,4/10/2024,49,Q2,2024,522909,63376,176952,188,0.19,No,ATM,1844,1
712532058,Platinum,10000,0,3863,10/15/2024,45,Q4,2024,225842,93743,68363,430,0.53,No,POS,476,0
712533708,Black,5000,0,3028,11/2/2024,47,Q1,2024,493684,71764,46846,145,0.36,No,POS,4993,0
712542258,Gold,10000,1,1302,10/28/2024,46,Q2,2024,976822,21841,111352,402,0.7,Yes,POS,3731,0
712544358,Silver,1000,1,4946,5/15/2024,31,Q1,2024,66822,71879,43206,8,0.13,Yes,Online,2123,0
712545183,Gold,5000,1,1648,6/6/2024,28,Q3,2024,921590,78254,62819,310,0.65,Yes,EMI,3777,0
712546233,Gold,10000,0,3957,12/16/2024,37,Q1,2024,739093,77300,127065,425,0.13,No,EMI,2582,0
712549758,Silver,500,0,4926,9/30/2024,41,Q3,2024,266616,31346,176170,154,0.46,Yes,POS,75,1
712551258,Platinum,2000,1,2328,9/18/2024,27,Q4,2024,425470,3144,71488,339,0.48,Yes,Online,1202,1
712552608,Silver,1000,1,3991,11/15/2024,8,Q1,2024,726541,11484,193814,495,0.99,Yes,EMI,1973,1
712554183,Platinum,5000,1,3665,8/17/2024,41,Q2,2024,989267,34794,27132,113,0.4,No,ATM,2141,0
712555233,Black,1000,0,1393,5/30/2024,20,Q3,2024,744707,5617,50814,237,0.64,No,Online,2434,1
712556433,Gold,2000,0,1979,3/5/2024,5,Q3,2024,910976,24833,106309,158,0.45,No,EMI,3140,1
712557708,Silver,2000,1,3561,3/7/2024,3,Q3,2024,254389,33420,89883,36,0.31,No,Online,1511,1
712559058,Black,10000,1,1308,11/19/2024,29,Q3,2024,509142,10592,99321,346,0.79,No,ATM,4464,0
712560558,Gold,1000,1,1862,2/20/2024,49,Q1,2024,284379,95530,127130,357,0.64,No,International,4629,1
712562433,Black,10000,0,2476,7/25/2024,4,Q2,2024,526278,12479,180882,12,0.34,Yes,EMI,3142,1
712563408,Silver,5000,0,1364,6/7/2024,37,Q4,2024,572165,77509,100090,168,0.82,No,POS,2439,0
712566258,Platinum,2000,1,2461,8/23/2024,2,Q4,2024,762910,9214,193717,11,0.44,No,ATM,3601,0
712567083,Silver,5000,0,2388,12/28/2024,41,Q2,2024,588937,77302,26032,438,0.15,Yes,POS,3508,1
712568358,Silver,5000,1,2530,8/20/2024,19,Q1,2024,483536,57950,185426,454,0.97,Yes,EMI,3608,0
712569408,Black,10000,1,640,10/28/2024,4,Q4,2024,52471,32310,73956,267,0.98,Yes,International,3280,1
712570458,Gold,5000,1,2732,2/13/2024,35,Q4,2024,869990,12817,17281,66,0.59,Yes,Online,4287,0
712571883,Blue,1000,0,1506,11/14/2024,8,Q2,2024,959054,77720,112012,294,0.44,No,International,2047,1
712572858,Platinum,2000,1,4998,8/10/2024,27,Q3,2024,177789,60046,70437,173,0.63,Yes,EMI,3870,0
712574583,Platinum,500,1,1267,12/20/2024,42,Q2,2024,585773,53706,188111,150,0.22,Yes,International,1004,1
712575708,Gold,1000,0,2907,7/17/2024,49,Q3,2024,502068,33574,75046,138,0.2,No,EMI,4923,0
712576908,Silver,2000,0,3631,10/28/2024,6,Q3,2024,317948,93446,46253,321,0.41,No,EMI,1098,1
712578933,Platinum,2000,0,1187,10/29/2024,49,Q1,2024,715053,24686,87358,477,0.89,Yes,EMI,1795,1
712579983,Platinum,1000,0,3715,7/19/2024,50,Q2,2024,705538,42144,116018,333,0.98,Yes,EMI,4469,0
712580958,Platinum,5000,0,3056,1/26/2024,29,Q4,2024,89625,70375,39388,108,0.36,Yes,ATM,190,1
712582983,Silver,1000,1,4319,12/28/2024,9,Q4,2024,507668,46936,44773,399,0.29,No,Online,4628,0
712586583,Silver,1000,1,4851,1/3/2024,19,Q3,2024,927322,36858,158041,121,0.32,No,International,1901,0
712589658,Platinum,1000,0,1046,8/25/2024,15,Q1,2024,810067,2752,191076,323,0.88,No,ATM,2455,0
712591983,Black,5000,0,4018,2/3/2024,28,Q2,2024,742092,81169,105516,472,0.71,Yes,POS,1510,0
712593933,Black,10000,0,4314,8/2/2024,42,Q1,2024,566491,73116,90763,226,0.77,No,EMI,1566,1
712595433,Black,10000,1,1524,3/29/2024,1,Q1,2024,60804,75078,138507,247,0.18,Yes,International,4430,1
712597233,Black,10000,1,1881,2/9/2024,25,Q2,2024,827400,26774,115298,15,0.11,Yes,POS,938,0
712599783,Gold,10000,1,4883,2/6/2024,37,Q3,2024,991738,78255,188678,148,0.82,Yes,POS,3165,1
712602708,Silver,500,1,3765,7/31/2024,52,Q4,2024,155209,33111,148357,480,0.98,No,EMI,1175,1
712604133,Silver,500,0,3015,10/31/2024,36,Q2,2024,584076,34109,120248,371,0.72,Yes,Online,1816,0
712606158,Black,1000,0,1625,3/4/2024,32,Q4,2024,742795,84528,87711,337,0.49,No,International,3680,1
712607583,Blue,10000,1,3250,11/11/2024,52,Q4,2024,121029,78877,157966,299,0.45,No,ATM,2995,1
712608783,Platinum,5000,0,4027,11/12/2024,17,Q4,2024,75933,72512,6812,495,0.14,Yes,EMI,3067,1
712609533,Gold,500,1,1368,6/19/2024,43,Q1,2024,428100,37748,44907,480,0.96,Yes,POS,2876,0
712611108,Gold,10000,1,1316,2/26/2024,4,Q1,2024,693135,20902,94104,472,0.37,Yes,Online,2867,0
712612233,Silver,2000,1,943,5/11/2024,7,Q4,2024,260771,37499,15036,206,0.46,Yes,EMI,4957,0
712613808,Platinum,10000,1,4362,8/14/2024,29,Q3,2024,892899,62982,51021,418,0.11,Yes,ATM,1873,1
712615008,Silver,5000,1,2918,1/17/2024,16,Q3,2024,334456,66342,133705,155,0.97,Yes,Online,384,1
712617408,Silver,1000,1,803,7/30/2024,27,Q4,2024,607411,33445,94102,168,0.13,No,EMI,3131,1
712619808,Black,10000,0,3535,2/16/2024,35,Q3,2024,580406,5629,81975,339,0.94,Yes,ATM,3042,1
712620858,Gold,1000,1,2298,5/3/2024,26,Q4,2024,95137,49728,55707,7,0.22,Yes,POS,2592,1
712623258,Gold,10000,0,2926,2/28/2024,21,Q1,2024,96234,39028,187382,134,0.18,Yes,International,727,1
712624383,Silver,5000,1,3479,5/6/2024,34,Q2,2024,993859,56391,101877,344,0.71,Yes,ATM,1651,0
712627083,Silver,2000,0,2562,12/23/2024,19,Q2,2024,153335,6429,156236,113,0.69,No,EMI,420,1
712630608,Blue,10000,0,4591,7/4/2024,38,Q4,2024,915398,60200,31008,265,0.26,No,EMI,536,0
712634133,Blue,1000,1,4423,9/18/2024,38,Q4,2024,534872,41138,101226,484,0.38,No,Online,3468,0
712636308,Silver,5000,0,1044,9/22/2024,31,Q3,2024,801776,3509,109662,168,0.37,Yes,Online,327,0
712637283,Platinum,500,0,1737,9/1/2024,27,Q2,2024,379375,93711,62214,480,0.13,Yes,Online,632,1
712640583,Black,500,1,1614,10/29/2024,16,Q2,2024,136940,41006,11104,443,0.85,Yes,POS,3532,1
712642533,Platinum,10000,1,2468,3/30/2024,40,Q3,2024,42768,71810,139237,260,0.55,No,POS,4647,1
712643358,Blue,500,0,4187,9/30/2024,12,Q1,2024,586828,22036,188961,114,0.16,No,EMI,1210,0
712644483,Gold,2000,1,1848,3/9/2024,51,Q3,2024,533891,75493,86119,417,0.57,No,POS,4025,0
712645908,Blue,2000,0,886,6/18/2024,20,Q3,2024,460290,14362,182362,84,0.5,No,Online,3078,1
712649058,Gold,500,0,3672,5/9/2024,31,Q3,2024,863391,69260,51305,57,0.67,Yes,POS,987,1
712650333,Platinum,1000,0,3785,8/23/2024,48,Q3,2024,403247,99920,188650,479,0.94,No,POS,2277,0
712652283,Platinum,10000,1,3821,1/19/2024,32,Q3,2024,605046,37909,43783,484,0.6,No,POS,4699,0
712653183,Gold,2000,0,4958,8/14/2024,42,Q1,2024,78036,96443,13483,469,0.71,No,POS,3101,1
712654233,Silver,1000,0,3691,6/9/2024,43,Q4,2024,920683,77986,14764,95,0.23,Yes,ATM,3322,1
712655583,Black,10000,0,2184,5/12/2024,13,Q1,2024,111251,90618,131381,113,0.86,Yes,EMI,4010,1
712656783,Silver,1000,1,2113,1/24/2024,44,Q2,2024,890356,55554,146022,246,0.9,No,EMI,1317,1
712658283,Blue,5000,1,2036,2/13/2024,2,Q1,2024,689748,39502,61890,480,0.63,Yes,EMI,1685,0
712659408,Platinum,10000,0,1591,1/8/2024,41,Q4,2024,739686,84493,196854,203,0.5,Yes,International,2038,0
712660308,Black,500,0,1386,11/15/2024,37,Q3,2024,518801,46529,55490,184,0.59,Yes,Online,3626,0
712661433,Gold,500,1,3524,10/7/2024,35,Q1,2024,954720,77143,57017,252,0.47,Yes,International,1213,0
712662783,Silver,500,1,4460,10/22/2024,6,Q3,2024,808200,48055,180539,136,0.94,No,International,4789,1
712663533,Black,500,1,4868,8/23/2024,21,Q2,2024,178898,78565,88492,333,0.7,No,ATM,2088,1
712664658,Blue,2000,0,2217,1/29/2024,20,Q3,2024,51948,90243,108658,229,0.28,Yes,ATM,3480,1
712665633,Blue,5000,0,4780,1/11/2024,7,Q1,2024,382783,63081,175739,96,0.32,No,ATM,3094,0
712667058,Blue,2000,0,4348,9/28/2024,7,Q2,2024,624296,74334,165047,456,0.99,No,EMI,1771,1
712667958,Platinum,1000,0,4706,11/10/2024,4,Q1,2024,362666,89336,140178,335,0.73,No,POS,4837,0
712669983,Platinum,10000,1,1537,12/20/2024,11,Q1,2024,513627,65911,186641,492,0.8,Yes,POS,2588,1
712672083,Blue,1000,0,1109,1/13/2024,33,Q3,2024,221296,18597,171029,440,0.23,No,EMI,1092,0
712673283,Platinum,500,1,3456,1/7/2024,26,Q4,2024,773176,83545,15736,207,0.25,No,Online,2727,1
712674183,Silver,500,1,1523,5/9/2024,6,Q2,2024,164784,40352,159076,458,0.99,No,International,18,0
712675158,Black,2000,0,1096,4/30/2024,50,Q1,2024,647921,96633,146383,141,0.89,No,POS,1808,1
712676208,Gold,2000,1,1172,2/20/2024,29,Q3,2024,241965,93064,115080,477,0.4,Yes,International,3616,1
712677633,Platinum,1000,0,2327,4/17/2024,17,Q3,2024,855768,73773,70255,486,0.54,Yes,Online,1763,1
712681608,Black,2000,1,2357,6/2/2024,49,Q4,2024,768579,11774,164107,354,0.28,No,International,1253,0
712682583,Black,10000,0,4453,8/26/2024,21,Q2,2024,44629,61289,61007,376,0.15,No,International,4589,1
712683633,Blue,10000,1,3345,5/17/2024,50,Q1,2024,955150,38613,97243,471,0.29,No,International,2688,0
712685733,Silver,500,0,855,9/21/2024,14,Q4,2024,106327,94007,106088,270,0.11,No,International,1090,0
712687083,Platinum,10000,0,964,4/13/2024,46,Q2,2024,813092,92958,20784,74,0.41,Yes,Online,4142,0
712688433,Black,10000,1,1756,6/20/2024,33,Q2,2024,812910,85447,147790,299,0.35,Yes,ATM,2343,0
712689333,Platinum,500,1,1148,11/3/2024,26,Q3,2024,443594,19536,41182,358,0.84,Yes,EMI,2465,0
712690458,Blue,500,1,1958,6/26/2024,37,Q2,2024,126201,8095,47685,249,0.29,Yes,POS,2274,1
712691883,Silver,5000,0,4220,11/22/2024,14,Q4,2024,736213,21027,131631,26,0.58,Yes,Online,4399,1
712693908,Blue,10000,0,4226,3/20/2024,2,Q1,2024,234237,81694,119619,404,0.2,Yes,Online,940,0
712700358,Silver,5000,0,2562,4/30/2024,27,Q1,2024,147339,75194,38816,462,0.13,No,International,1572,1
712701333,Blue,5000,0,3514,7/25/2024,8,Q3,2024,259754,95518,94231,149,1,Yes,ATM,4927,0
712704933,Platinum,2000,0,584,11/17/2024,42,Q2,2024,949817,53354,181434,473,0.93,Yes,Online,3475,1
712706058,Blue,2000,0,1996,8/22/2024,12,Q1,2024,638430,1604,178591,483,0.28,Yes,ATM,2639,0
712707408,Platinum,10000,1,2176,9/23/2024,5,Q3,2024,530990,42067,111298,262,0.8,No,ATM,359,1
712709508,Blue,1000,1,1265,4/4/2024,29,Q2,2024,259447,8581,126581,277,0.28,No,ATM,3738,0
712710708,Platinum,500,1,832,3/9/2024,32,Q2,2024,868798,14540,82570,378,0.52,Yes,ATM,4477,1
712713108,Gold,500,1,3838,2/24/2024,35,Q3,2024,75803,85948,66334,418,0.11,Yes,ATM,3325,0
712714008,Blue,10000,1,2776,9/3/2024,30,Q3,2024,28597,43126,104099,106,0.73,No,ATM,3429,1
712715208,Black,10000,1,3468,11/7/2024,16,Q2,2024,655292,74538,108671,369,0.47,No,Online,3843,0
712716108,Gold,5000,1,554,8/31/2024,28,Q4,2024,867060,40535,107892,443,0.87,No,Online,4407,1
712718958,Platinum,5000,0,1900,9/18/2024,44,Q3,2024,427385,39073,169807,264,0.86,No,Online,488,1
712720158,Blue,500,0,2207,11/9/2024,41,Q4,2024,302385,74807,71545,311,0.2,Yes,ATM,3546,1
712721358,Platinum,1000,1,3675,1/14/2024,20,Q2,2024,873509,51672,122277,408,0.88,No,POS,1228,0
712723608,Platinum,10000,1,4357,4/10/2024,25,Q4,2024,685683,1417,20702,26,0.46,Yes,EMI,2294,1
712724733,Blue,1000,0,2068,10/22/2024,8,Q4,2024,311273,32903,107873,176,0.22,Yes,POS,2108,0
712727283,Platinum,500,0,4803,9/9/2024,30,Q2,2024,803716,75600,149978,255,0.88,Yes,POS,961,0
712730583,Gold,1000,0,1295,8/19/2024,34,Q1,2024,723225,49726,154024,72,0.76,No,ATM,4339,0
712732908,Gold,500,1,3143,9/24/2024,44,Q1,2024,112983,44046,196592,218,0.16,Yes,International,4925,0
712733958,Platinum,1000,0,3981,7/31/2024,12,Q2,2024,667360,33389,95071,12,0.56,Yes,Online,1411,0
712734933,Gold,1000,0,2594,5/15/2024,19,Q4,2024,160978,78752,168215,338,0.92,No,ATM,3701,1
712737108,Black,5000,0,4941,2/12/2024,10,Q4,2024,668307,23829,156167,150,0.85,No,International,3325,1
712740108,Gold,5000,1,1572,1/13/2024,38,Q1,2024,35154,76678,90645,121,0.59,No,International,3955,0
712742808,Blue,1000,0,2199,1/4/2024,17,Q1,2024,492479,41602,197173,298,0.13,Yes,International,1365,0
712747758,Blue,500,0,1180,10/30/2024,47,Q3,2024,896813,47634,93893,181,0.85,Yes,ATM,251,1
712751133,Platinum,500,0,2861,6/30/2024,36,Q4,2024,465772,20707,147693,105,0.64,Yes,Online,376,1
712753758,Gold,1000,1,3823,3/5/2024,17,Q4,2024,928240,86645,15117,371,0.6,Yes,Online,385,1
712755783,Platinum,10000,1,2862,10/14/2024,42,Q4,2024,322277,93486,21646,74,0.68,Yes,ATM,2244,1
712757808,Platinum,5000,0,1512,2/25/2024,16,Q1,2024,117060,32920,171163,442,0.81,Yes,EMI,3819,1
712760208,Blue,2000,1,2821,6/7/2024,33,Q3,2024,591145,77945,58344,345,0.25,Yes,ATM,3551,1
712762758,Silver,2000,1,3248,1/20/2024,45,Q2,2024,272013,7351,19987,498,0.53,No,ATM,649,1
712763808,Gold,500,1,4791,10/9/2024,24,Q3,2024,994242,90508,48799,463,0.53,No,Online,2428,1
712765158,Gold,500,1,4634,10/17/2024,14,Q4,2024,655288,29884,164152,94,0.44,Yes,Online,1352,0
712766208,Silver,2000,0,2031,7/19/2024,21,Q1,2024,342113,11733,147040,305,0.87,No,ATM,2880,0
712767858,Silver,10000,1,4102,10/11/2024,16,Q3,2024,528978,57499,40822,224,0.49,Yes,Online,2025,1
712768983,Black,10000,1,1006,9/2/2024,42,Q2,2024,485556,20520,158531,406,0.66,No,ATM,1662,1
712770408,Platinum,500,1,3184,1/17/2024,14,Q4,2024,476460,86257,80911,467,0.46,Yes,POS,4737,0
712771233,Gold,1000,1,2519,2/29/2024,40,Q1,2024,991836,69343,110499,70,0.12,Yes,Online,2187,1
712774008,Silver,2000,1,2569,7/13/2024,25,Q3,2024,379572,43290,85402,246,0.94,Yes,EMI,2921,0
712774908,Platinum,2000,0,1163,7/11/2024,36,Q1,2024,476493,80503,29939,244,0.59,Yes,POS,4213,0
712777233,Black,1000,1,4726,8/18/2024,50,Q4,2024,911344,91886,1891,255,0.81,Yes,Online,2047,1
712778658,Platinum,500,1,3558,4/9/2024,3,Q1,2024,915062,32270,7438,260,0.31,No,POS,965,0
712781883,Blue,10000,1,3220,1/14/2024,19,Q1,2024,847155,8818,184862,95,0.29,No,International,1579,0
712783083,Blue,10000,0,2966,9/22/2024,42,Q3,2024,459123,2785,57328,108,0.73,No,POS,3308,0
712784058,Gold,500,1,1008,6/29/2024,10,Q2,2024,488866,64877,99849,383,0.47,No,EMI,1384,1
712788258,Gold,500,0,4796,3/5/2024,13,Q1,2024,580007,41173,127079,463,0.93,Yes,International,3407,1
712789383,Silver,5000,0,3944,8/13/2024,40,Q3,2024,566845,88391,23926,420,0.58,Yes,International,451,0
712790358,Blue,500,1,4038,8/1/2024,12,Q3,2024,392523,33544,32159,77,0.14,Yes,Online,71,1
712795833,Silver,5000,0,1329,3/12/2024,38,Q4,2024,230621,89638,96216,300,0.88,Yes,POS,54,1
712797258,Platinum,10000,1,4252,12/7/2024,28,Q1,2024,557027,10961,192963,386,0.5,Yes,Online,3965,1
712801758,Black,1000,1,2877,2/24/2024,10,Q4,2024,31789,59817,100462,154,0.29,No,ATM,3957,1
712802733,Blue,1000,0,1971,5/19/2024,36,Q1,2024,371985,34259,100433,239,0.54,No,POS,789,0
712804383,Gold,500,0,4809,7/4/2024,28,Q3,2024,178346,94905,69438,414,0.24,No,ATM,305,1
712805658,Blue,5000,1,4093,11/8/2024,23,Q3,2024,842843,79526,70815,380,0.11,Yes,International,2163,0
712807758,Blue,5000,1,3605,6/28/2024,19,Q2,2024,225983,1031,2350,455,0.93,No,International,430,1
712810233,Platinum,5000,0,1817,11/4/2024,15,Q4,2024,380500,24801,100346,27,0.63,Yes,ATM,1482,0
712812408,Gold,1000,0,1915,5/7/2024,28,Q1,2024,885183,83839,30939,479,0.64,Yes,POS,1244,0
712813458,Black,500,0,2123,10/13/2024,16,Q3,2024,913319,32945,115572,211,0.53,Yes,EMI,1947,1
712814658,Silver,10000,1,1116,4/10/2024,13,Q3,2024,876892,97437,185091,262,0.5,No,POS,476,0
712815858,Platinum,2000,1,4403,9/24/2024,44,Q3,2024,325798,91460,155130,470,0.21,Yes,International,1812,1
712816833,Gold,10000,1,3087,2/12/2024,10,Q4,2024,362905,33862,64904,245,0.16,Yes,EMI,2902,1
712817808,Platinum,2000,0,4984,6/27/2024,39,Q4,2024,713675,71109,174073,324,0.24,Yes,International,130,0
712820208,Black,10000,1,1956,11/1/2024,4,Q1,2024,123252,17537,119157,46,0.99,Yes,EMI,4939,0
712821333,Silver,500,0,1599,8/17/2024,14,Q4,2024,872145,98099,68100,378,0.84,No,Online,4338,1
712822758,Silver,10000,1,688,1/27/2024,38,Q1,2024,146420,60431,18025,247,0.59,Yes,POS,3999,0
712826208,Platinum,5000,1,839,3/4/2024,51,Q1,2024,358098,75995,104789,204,0.61,Yes,EMI,1929,0
712827258,Silver,5000,1,2147,1/12/2024,50,Q3,2024,489728,6334,116847,392,0.55,No,International,3331,1
712828533,Gold,500,1,2855,7/17/2024,32,Q4,2024,27529,66959,47204,400,0.86,Yes,Online,3796,0
712829808,Gold,500,1,2136,12/7/2024,2,Q1,2024,998278,58273,128692,141,0.76,No,ATM,251,1
712831908,Black,1000,0,1607,10/24/2024,8,Q2,2024,415094,42523,159803,285,0.71,Yes,POS,3602,0
712833633,Black,2000,1,655,11/20/2024,1,Q3,2024,692815,72669,42948,132,0.16,No,ATM,2106,0
712834533,Silver,5000,0,4171,12/15/2024,11,Q3,2024,237536,33740,89686,408,0.38,No,Online,4639,0
712835433,Silver,500,1,2978,3/29/2024,22,Q3,2024,767810,38802,90870,426,0.72,No,POS,4500,0
712837233,Blue,10000,0,533,7/14/2024,38,Q1,2024,506184,64099,37628,469,0.62,Yes,POS,1824,0
712838358,Gold,1000,1,3312,12/8/2024,12,Q1,2024,775142,86448,58286,301,0.35,No,ATM,4428,0
712839633,Black,2000,0,667,6/17/2024,42,Q2,2024,161481,42302,126126,297,0.73,Yes,Online,2094,1
712840608,Black,500,1,4069,9/7/2024,27,Q2,2024,170001,7438,196189,241,0.8,No,ATM,2842,1
712841883,Black,10000,0,4738,1/7/2024,1,Q2,2024,631409,67579,26960,465,0.19,Yes,EMI,547,0
712843983,Gold,5000,1,2762,1/20/2024,24,Q2,2024,204899,31378,56412,365,0.96,Yes,EMI,3822,1
712845258,Silver,500,0,3786,8/5/2024,6,Q3,2024,334748,99225,65360,354,0.27,Yes,ATM,2857,0
712846458,Black,1000,1,2130,7/31/2024,34,Q2,2024,393882,91911,166776,448,0.28,No,EMI,1084,0
712847208,Platinum,5000,1,4735,8/27/2024,33,Q1,2024,638113,34016,8209,43,0.32,No,ATM,3482,1
712849158,Blue,2000,0,2021,8/15/2024,48,Q3,2024,498559,86168,34396,332,0.78,Yes,International,4452,1
712851108,Blue,10000,0,4273,3/31/2024,23,Q4,2024,700909,35569,146837,437,0.68,Yes,ATM,4183,1
712852233,Black,10000,1,765,6/29/2024,16,Q4,2024,137097,1907,50452,291,0.39,Yes,EMI,3905,1
712853358,Black,500,0,3589,12/2/2024,31,Q4,2024,977008,21115,99766,58,0.69,Yes,ATM,4407,1
712854633,Black,500,0,4947,7/19/2024,10,Q2,2024,660211,22030,18067,313,0.41,Yes,ATM,4803,0
712855683,Black,500,1,2136,5/11/2024,12,Q4,2024,549910,77536,108094,25,0.25,No,ATM,2734,1
712860858,Gold,500,0,1378,1/16/2024,6,Q3,2024,258136,28573,76284,54,0.18,Yes,POS,4712,1
712863183,Black,500,1,2849,4/27/2024,52,Q4,2024,73813,14261,46768,130,0.7,No,International,4117,0
712864683,Platinum,500,0,2798,6/30/2024,13,Q4,2024,158124,49891,154168,63,0.35,Yes,International,620,1
712865583,Gold,500,0,4326,7/20/2024,32,Q4,2024,412588,8779,111272,185,0.27,No,EMI,2447,0
712866933,Black,500,0,1411,8/22/2024,13,Q3,2024,741002,54359,163642,75,0.39,Yes,EMI,400,0
712867983,Blue,10000,0,1183,1/14/2024,15,Q4,2024,941015,94810,106166,164,0.46,Yes,Online,1218,0
712868733,Black,2000,1,1828,2/6/2024,35,Q3,2024,577990,26086,29356,311,0.17,Yes,Online,3469,1
